applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif
FIN-1017-1467,24,CMR,Agriculture,388300.0,57.0,0.262,793.0,2,87.7,Urbain,2022-01-03,0,100000.0,100000.0,0.0,0.0,1.0,CapSud CAF 10,microfinance,CMR,rembourse,451.0,1086.0,0.0,1.0,0.0,0.0,95.0,36.0,65000.0,53800.0,66.3,MTN,76.0,0,0,0,287.99429946889927,0.13855266546484676,0.010416666666666666,0.0,129433.33333333333
FIN-1049-1570,59,CMR,Artisanat,89100.0,32.0,0.269,388.0,2,46.8,Urbain,2022-01-03,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,29700.0
FIN-1009-1710,33,CAF,Commerce,124700.0,115.0,1.934,417.0,1,3.3,Urbain,2022-01-03,0,1610000.0,1610000.0,0.0,0.0,1.0,SolidaCredit GAB 36,microfinance,CMR,rembourse,590.0,630.0,0.0,1.0,0.0,0.0,472.0,49.0,34900.0,29300.0,52.5,MIXTE,22.0,0,0,0,164.61344633628036,0.23496391339214115,0.0021141649048625794,0.9339999999999999,62350.0
FIN-1048-1300,35,CMR,Artisanat,88100.0,39.0,0.06,816.0,3,83.8,Urbain,2022-01-03,1,290000.0,145000.0,0.0,0.0,2.0,NovaMoney CMR 31,mobile_money,GAB,rembourse,707.0,630.0,0.0,1.0,0.0,1.0,153.0,57.0,84900.0,70900.0,91.4,MTN,25.0,0,0,0,297.7900235751635,0.8047673098751419,0.006493506493506494,0.0,22025.0
FIN-1009-1244,33,CMR,Commerce,227100.0,90.0,0.521,543.0,2,66.7,Urbain,2022-01-03,0,345000.0,345000.0,0.0,0.0,1.0,CapSud CAF 37,banque,CMR,en_cours,456.0,178.0,0.0,0.0,0.0,1.0,642.0,40.0,158300.0,121400.0,88.6,MTN,37.0,0,0,0,322.29013375175776,0.5345662703654778,0.0015552099533437014,0.0,75700.0
FIN-1009-1269,32,TCD,Elevage,62600.0,45.0,0.292,489.0,3,92.5,Peri-urbain,2022-01-03,1,215000.0,215000.0,0.0,0.0,1.0,ZenithMicro GNQ 36,microfinance,GAB,en_cours,667.0,209.0,0.0,0.0,0.0,1.0,667.0,35.0,114700.0,71700.0,81.7,ORANGE,36.0,0,0,0,295.01199346303315,1.145367412140575,0.0014970059880239522,0.0,15650.0
FIN-1027-1444,68,CMR,Agriculture,194500.0,30.0,0.16,621.0,2,47.5,Rural,2022-01-03,0,1595000.0,797500.0,0.0,0.0,2.0,FondasFin GNQ 33,mobile_money,GAB,en_cours,639.0,572.0,0.0,1.0,0.0,1.0,466.0,55.0,34900.0,30600.0,,CAMTEL,25.0,0,0,0,,0.15732647814910025,0.0021413276231263384,0.0,64833.333333333336
FIN-1046-1405,69,CMR,Agriculture,117100.0,36.0,2.115,,1,,Urbain,2022-01-03,0,340000.0,340000.0,0.0,0.0,1.0,ZenithMicro GAB 6,banque,CAF,rembourse,569.0,635.0,0.0,1.0,0.0,0.0,706.0,,,,,,,1,0,0,,,0.0014144271570014145,1.1150000000000002,58550.0
FIN-1014-1630,52,CMR,Elevage,314200.0,44.0,0.583,,1,90.9,Urbain,2022-01-03,0,70000.0,70000.0,0.0,0.0,1.0,FondasFin CMR 23,microfinance,CMR,rembourse,571.0,424.0,0.0,1.0,0.0,0.0,478.0,49.0,81400.0,57500.0,79.4,ORANGE,38.0,1,0,0,290.8867947026939,0.183004455760662,0.0020876826722338203,0.0,157100.0
FIN-1039-1022,62,TCD,Commerce,118400.0,95.0,0.435,778.0,3,32.9,Urbain,2022-01-03,0,1210000.0,1210000.0,0.0,0.0,1.0,FondasFin COG 2,microfinance,CAF,rembourse,632.0,144.0,0.0,1.0,0.0,0.0,278.0,14.0,166400.0,103800.0,82.6,CAMTEL,49.0,0,0,0,323.1331002483648,0.8766891891891891,0.0035842293906810036,0.0,29600.0
FIN-1008-1039,39,CAF,Agriculture,300000.0,99.0,0.209,,3,78.6,Urbain,2022-01-03,0,,,,,,,,,,,,,,,,,42.0,19300.0,15700.0,54.3,ORANGE,67.0,1,0,0,229.1192683910626,0.052333333333333336,,0.0,75000.0
FIN-1022-1248,59,TCD,Commerce,364500.0,19.0,0.106,622.0,1,64.1,Peri-urbain,2022-01-03,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,182250.0
FIN-1021-1644,43,CMR,Agriculture,43400.0,12.0,0.278,381.0,2,57.2,Urbain,2022-01-03,1,,,,,,,,,,,,,,,,,5.0,32100.0,37000.0,32.0,MIXTE,30.0,0,0,0,109.88759054352468,0.8525345622119815,,0.0,14466.666666666666
FIN-1012-1408,67,COG,Commerce,301000.0,9.0,0.15,808.0,2,,Rural,2022-01-03,0,940000.0,940000.0,0.0,0.0,1.0,BarakaCredit CAF 35,banque,COG,rembourse,555.0,458.0,0.0,1.0,0.0,0.0,212.0,47.0,129000.0,101200.0,79.4,CAMTEL,31.0,0,0,0,275.1794306822983,0.3362126245847176,0.004694835680751174,0.0,100333.33333333333
FIN-1027-1098,45,TCD,Agriculture,198500.0,,0.243,455.0,1,74.1,Urbain,2022-01-03,0,470000.0,470000.0,0.0,0.0,1.0,FondasFin COG 2,microfinance,CAF,rembourse,632.0,144.0,0.0,1.0,0.0,0.0,417.0,,,,,,,0,0,1,,,0.0023923444976076554,0.0,99250.0
FIN-1008-1810,45,CAF,Commerce,266600.0,101.0,0.099,781.0,3,34.7,Urbain,2022-01-03,0,790000.0,263333.3333333333,0.0,0.0,3.0,KamoFin TCD 21,banque,CMR,rembourse,509.0,983.0,0.0,2.0,0.0,1.0,1.0,42.0,82800.0,58300.0,69.3,MTN,74.0,0,0,0,299.2019262680663,0.21867966991747936,0.5,0.0,66650.0
FIN-1004-1811,40,COG,Commerce,428500.0,116.0,0.15,751.0,2,,Rural,2022-01-04,0,370000.0,185000.0,8.0,107.0,2.0,KamoFin TCD 45,banque,TCD,restructure,717.0,420.0,1.0,0.0,1.0,0.0,278.0,7.0,16500.0,15200.0,38.9,MIXTE,78.0,0,0,0,169.97152146096712,0.03547257876312719,0.0035842293906810036,0.0,142833.33333333334
FIN-1045-1569,45,COG,Agriculture,864800.0,0.0,0.406,316.0,2,50.9,Urbain,2022-01-04,0,460000.0,460000.0,0.0,0.0,1.0,MicroFin COG 4,microfinance,CMR,rembourse,529.0,30.0,0.0,1.0,0.0,0.0,286.0,40.0,63600.0,48300.0,74.3,ORANGE,67.0,0,0,0,313.5094224945847,0.05585106382978723,0.003484320557491289,0.0,288266.6666666667
FIN-1044-1665,58,CMR,Commerce,122900.0,23.0,0.328,390.0,0,58.7,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,122900.0
FIN-1005-1822,62,COG,Commerce,1066300.0,75.0,0.37,401.0,3,86.9,Urbain,2022-01-04,0,350000.0,175000.0,0.0,0.0,2.0,PretRapide CAF 22,microfinance,CMR,en_cours,516.0,418.0,0.0,0.0,0.0,2.0,27.0,22.0,159000.0,142100.0,86.4,CAMTEL,23.0,0,0,0,274.58385094206255,0.13326455969239426,0.03571428571428571,0.0,266575.0
FIN-1013-1017,20,CMR,Artisanat,118500.0,8.0,0.028,509.0,2,97.0,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,59.0,59100.0,35600.0,83.6,MTN,61.0,0,0,0,345.02843458976963,0.30042194092827,,0.0,39500.0
FIN-1000-1274,68,COG,Commerce,409000.0,72.0,1.91,762.0,1,73.9,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,57.0,192700.0,162500.0,52.5,ORANGE,60.0,0,0,0,215.82087786909884,0.3973105134474328,,0.9099999999999999,204500.0
FIN-1015-1614,64,GAB,Agriculture,174000.0,97.0,0.416,415.0,1,89.4,Urbain,2022-01-04,0,525000.0,525000.0,0.0,0.0,1.0,ZenithMicro COG 8,banque,CAF,rembourse,500.0,369.0,0.0,1.0,0.0,0.0,723.0,36.0,147200.0,106700.0,48.4,MTN,76.0,0,0,0,210.2401824177183,0.6132183908045977,0.0013812154696132596,0.0,87000.0
FIN-1007-1213,39,GAB,Commerce,115100.0,40.0,0.299,536.0,0,82.4,Rural,2022-01-04,0,195000.0,195000.0,0.0,0.0,1.0,FondasFin GNQ 21,microfinance,CMR,rembourse,678.0,268.0,0.0,1.0,0.0,0.0,264.0,17.0,44500.0,32600.0,78.3,ORANGE,80.0,0,1,0,344.08536881085195,0.2832319721980886,0.0037735849056603774,0.0,115100.0
FIN-1049-1353,66,CMR,Agriculture,182000.0,26.0,0.452,825.0,1,41.2,Rural,2022-01-04,0,600000.0,600000.0,3.0,4.0,1.0,ZenithMicro CAF 35,microfinance,CMR,defaut,631.0,909.0,1.0,0.0,0.0,0.0,656.0,9.0,9500.0,10500.0,34.4,ORANGE,56.0,0,0,0,139.08096361350852,0.057692307692307696,0.0015220700152207,0.0,91000.0
FIN-1047-1740,60,CMR,Elevage,266500.0,0.0,0.173,,1,14.9,Urbain,2022-01-04,0,215000.0,215000.0,0.0,0.0,1.0,CapSud CMR 21,cooperative,GNQ,rembourse,625.0,168.0,0.0,1.0,0.0,0.0,384.0,,,,,,,1,0,0,,,0.0025974025974025974,0.0,133250.0
FIN-1042-1798,39,COG,Agriculture,144800.0,0.0,0.039,730.0,1,10.3,Urbain,2022-01-04,0,310000.0,310000.0,0.0,0.0,1.0,AfriFin GNQ 22,microfinance,CMR,rembourse,650.0,205.0,0.0,1.0,0.0,0.0,690.0,,,,,,,0,0,0,,,0.001447178002894356,0.0,72400.0
FIN-1044-1374,65,CMR,Commerce,138100.0,94.0,0.102,553.0,2,45.6,Urbain,2022-01-04,0,585000.0,292500.0,0.0,0.0,2.0,KamoFin COG 33,microfinance,CAF,rembourse,493.0,556.0,0.0,1.0,0.0,1.0,95.0,25.0,50800.0,32500.0,47.4,MIXTE,34.0,0,0,0,168.5234981145982,0.23533671252715424,0.010416666666666666,0.0,46033.333333333336
FIN-1039-1162,24,GNQ,Agriculture,97200.0,52.0,0.479,705.0,0,65.7,Peri-urbain,2022-01-04,0,,,,,,,,,,,,,,,,,27.0,89500.0,47500.0,75.2,ORANGE,44.0,0,1,0,286.26101923072804,0.4886831275720165,,0.0,97200.0
FIN-1035-1039,62,GAB,Agriculture,366300.0,54.0,0.06,545.0,3,16.7,Urbain,2022-01-04,0,290000.0,290000.0,0.0,0.0,1.0,EsperoFin CMR 22,cooperative,GAB,en_cours,660.0,270.0,0.0,0.0,0.0,1.0,357.0,28.0,74700.0,52000.0,97.2,MIXTE,60.0,0,0,0,399.5769395976459,0.14196014196014195,0.002793296089385475,0.0,91575.0
FIN-1015-1257,54,CMR,Service,,46.0,0.377,528.0,1,62.2,Urbain,2022-01-04,0,185000.0,185000.0,0.0,0.0,1.0,MicroFin GAB 14,mobile_money,CAF,rembourse,529.0,507.0,0.0,1.0,0.0,0.0,333.0,58.0,148200.0,118300.0,90.8,ORANGE,16.0,0,0,0,257.25577164030443,,0.0029940119760479044,0.0,
FIN-1035-1769,36,CMR,Agriculture,143400.0,56.0,0.408,,1,87.7,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,71700.0
FIN-1046-1837,54,CMR,Artisanat,177700.0,53.0,0.043,679.0,0,21.4,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,32.0,36600.0,29200.0,69.9,ORANGE,40.0,0,1,0,259.57868746263114,0.16432189082723692,,0.0,177700.0
FIN-1037-1846,47,TCD,Commerce,214100.0,116.0,0.591,344.0,2,,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,12.0,72900.0,62800.0,39.7,ORANGE,34.0,0,0,0,141.14731804112972,0.2933208780943484,,0.0,71366.66666666667
FIN-1011-1371,71,CMR,Commerce,119300.0,27.0,0.648,,4,,Peri-urbain,2022-01-04,1,365000.0,182500.0,10.0,102.0,2.0,BarakaCredit TCD 18,mobile_money,GNQ,defaut,445.0,1131.0,1.0,0.0,1.0,0.0,390.0,4.0,14000.0,14700.0,25.3,MTN,32.0,1,0,0,88.46164130510195,0.12321877619446772,0.0025575447570332483,0.0,23860.0
FIN-1008-1553,54,COG,Elevage,58500.0,58.0,0.19,,0,43.0,Rural,2022-01-04,0,305000.0,305000.0,0.0,0.0,1.0,NovaMoney COG 35,banque,TCD,rembourse,701.0,790.0,0.0,1.0,0.0,0.0,279.0,27.0,67100.0,57400.0,87.5,ORANGE,42.0,1,1,0,329.10501012318673,0.9811965811965812,0.0035714285714285713,0.0,58500.0
FIN-1034-1153,30,CMR,Commerce,839000.0,56.0,0.094,303.0,1,68.0,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,20.0,56500.0,39400.0,81.1,MTN,22.0,0,0,0,254.288580911854,0.04696066746126341,,0.0,419500.0
FIN-1038-1124,20,CMR,Agriculture,261500.0,38.0,0.55,594.0,1,88.0,Peri-urbain,2022-01-04,0,780000.0,780000.0,0.0,0.0,1.0,PretRapide CMR 7,banque,GAB,en_cours,562.0,196.0,0.0,0.0,0.0,1.0,597.0,,,,,,,0,0,0,,,0.0016722408026755853,0.0,130750.0
FIN-1016-1362,69,TCD,Artisanat,,64.0,0.097,451.0,3,50.1,Peri-urbain,2022-01-04,1,,,,,,,,,,,,,,,,,13.0,62500.0,50800.0,75.1,MTN,76.0,0,0,0,326.21978718121164,,,0.0,
FIN-1025-1766,53,CAF,Agriculture,352800.0,104.0,0.364,496.0,1,75.0,Urbain,2022-01-04,1,895000.0,447500.0,0.0,0.0,2.0,CapSud GAB 34,mobile_money,TCD,en_cours,677.0,459.0,0.0,0.0,0.0,2.0,206.0,44.0,30700.0,17200.0,73.6,MIXTE,56.0,0,0,0,297.5685733126229,0.048752834467120185,0.004830917874396135,0.0,176400.0
FIN-1005-1385,53,CAF,Service,320300.0,8.0,0.285,472.0,2,37.5,Urbain,2022-01-04,0,5075000.0,1691666.6666666667,0.0,0.0,3.0,ZenithMicro CMR 22,banque,GAB,rembourse,489.0,442.0,0.0,3.0,0.0,0.0,171.0,40.0,20100.0,16800.0,80.7,MTN,1.0,0,0,0,55.93697747118759,0.05245082734935998,0.005813953488372093,0.0,106766.66666666667
FIN-1011-1420,69,COG,Agriculture,271700.0,72.0,0.372,804.0,1,77.3,Rural,2022-01-04,0,515000.0,515000.0,3.0,51.0,1.0,CreditPop GAB 5,microfinance,CMR,restructure,701.0,814.0,0.0,0.0,1.0,0.0,520.0,8.0,75700.0,65200.0,28.9,MIXTE,3.0,0,0,0,40.06390703636484,0.23997055576002946,0.0019193857965451055,0.0,135850.0
FIN-1048-1599,51,CMR,Artisanat,97700.0,119.0,0.202,,2,63.8,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,17.0,49100.0,55400.0,16.1,ORANGE,19.0,1,0,0,48.231289604219256,0.5670419651995906,,0.0,32566.666666666668
FIN-1048-1287,26,CMR,Agriculture,45200.0,0.0,0.139,835.0,0,34.7,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,39.0,33500.0,28700.0,78.9,MTN,1.0,0,1,0,54.689312546179686,0.6349557522123894,,0.0,45200.0
FIN-1017-1387,50,COG,Commerce,99800.0,30.0,1.015,621.0,1,63.6,Urbain,2022-01-04,0,650000.0,325000.0,0.0,0.0,2.0,AllianceFin COG 8,banque,GAB,en_cours,663.0,709.0,0.0,0.0,0.0,2.0,178.0,,,,,,,0,0,0,,,0.00558659217877095,0.014999999999999902,49900.0
FIN-1018-1456,22,COG,Artisanat,274300.0,83.0,2.15,570.0,2,55.4,Peri-urbain,2022-01-04,1,,,,,,,,,,,,,,,,,34.0,84600.0,47800.0,90.4,MTN,33.0,0,0,0,318.782991425301,0.17426175720014583,,1.15,91433.33333333333
FIN-1024-1200,29,TCD,Commerce,123000.0,18.0,0.126,612.0,3,,Peri-urbain,2022-01-04,1,590000.0,295000.0,0.0,0.0,2.0,ZenithMicro CAF 27,microfinance,CMR,en_cours,514.0,307.0,0.0,1.0,0.0,1.0,402.0,28.0,44500.0,39100.0,57.9,MTN,26.0,0,0,0,190.82895454165066,0.3178861788617886,0.0024813895781637717,0.0,30750.0
FIN-1044-1505,60,CMR,Artisanat,518500.0,0.0,1.76,765.0,0,,Urbain,2022-01-04,1,,,,,,,,,,,,,,,,,22.0,22600.0,16900.0,91.8,ORANGE,73.0,0,1,0,395.1131755561427,0.032594021215043394,,0.76,518500.0
FIN-1015-1422,38,GAB,Commerce,191600.0,32.0,0.19,486.0,4,59.6,Rural,2022-01-04,0,85000.0,85000.0,0.0,0.0,1.0,MicroFin GNQ 1,microfinance,COG,rembourse,465.0,23.0,0.0,1.0,0.0,0.0,169.0,39.0,63300.0,31900.0,79.0,MTN,28.0,0,0,0,266.01637056893145,0.16649269311064718,0.0058823529411764705,0.0,38320.0
FIN-1042-1771,65,CMR,Agriculture,134000.0,97.0,0.192,756.0,2,68.7,Urbain,2022-01-04,0,1695000.0,847500.0,0.0,0.0,2.0,SolidaCredit COG 39,mobile_money,CMR,rembourse,507.0,307.0,0.0,2.0,0.0,0.0,54.0,22.0,34900.0,24800.0,57.4,ORANGE,20.0,0,0,0,174.75558792532448,0.18507462686567164,0.01818181818181818,0.0,44666.666666666664
FIN-1040-1754,29,CMR,Service,256700.0,82.0,0.553,335.0,0,,Urbain,2022-01-04,1,,,,,,,,,,,,,,,,,42.0,102900.0,63000.0,83.4,ORANGE,23.0,0,1,0,265.0496894510187,0.24542267238021037,,0.0,256700.0
FIN-1012-1136,24,CMR,Commerce,144100.0,0.0,0.087,543.0,1,,Rural,2022-01-04,0,270000.0,135000.0,0.0,0.0,2.0,BarakaCredit CMR 48,mobile_money,CAF,rembourse,597.0,1069.0,0.0,1.0,0.0,1.0,8.0,,,,,,,0,0,0,,,0.1111111111111111,0.0,72050.0
FIN-1049-1080,18,COG,Artisanat,128900.0,15.0,,697.0,2,81.8,Peri-urbain,2022-01-04,0,,,,,,,,,,,,,,,,,34.0,96100.0,81800.0,82.3,ORANGE,4.0,0,0,0,132.45674019332645,0.634600465477114,,0.0,42966.666666666664
FIN-1029-1537,34,CMR,Artisanat,432400.0,72.0,0.265,,1,,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,216200.0
FIN-1017-1258,74,CMR,Service,388300.0,26.0,0.243,459.0,1,,Peri-urbain,2022-01-04,0,335000.0,335000.0,0.0,0.0,1.0,FondasFin GAB 28,mobile_money,GAB,rembourse,656.0,379.0,0.0,1.0,0.0,0.0,500.0,59.0,89500.0,49200.0,45.1,MTN,35.0,0,0,0,161.61670412437056,0.12670615503476693,0.001996007984031936,0.0,194150.0
FIN-1017-1670,38,GAB,Commerce,41300.0,107.0,0.147,,1,83.4,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0.0,20650.0
FIN-1042-1952,73,GAB,Service,51900.0,88.0,0.085,759.0,1,62.1,Rural,2022-01-04,0,1010000.0,505000.0,0.0,0.0,2.0,SolidaCredit COG 17,microfinance,CMR,en_cours,676.0,877.0,0.0,1.0,0.0,1.0,140.0,29.0,98000.0,60000.0,58.9,ORANGE,51.0,0,0,0,232.72825502444607,1.1560693641618498,0.0070921985815602835,0.0,25950.0
FIN-1024-1158,32,GAB,Artisanat,363400.0,34.0,0.17,490.0,1,70.5,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,58.0,20300.0,11000.0,71.4,MTN,76.0,0,0,0,310.14770712035306,0.03026967528893781,,0.0,181700.0
FIN-1027-1802,60,CMR,Service,148600.0,52.0,0.172,394.0,1,74.2,Urbain,2022-01-04,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,74300.0
FIN-1011-1299,74,COG,Service,152000.0,84.0,0.509,344.0,1,15.3,Rural,2022-01-04,0,,,,,,,,,,,,,,,,,38.0,95600.0,82400.0,66.2,MTN,71.0,0,0,0,283.11529707886285,0.5421052631578948,,0.0,76000.0
FIN-1019-1141,21,TCD,Commerce,263200.0,25.0,0.315,,0,,Urbain,2022-01-04,0,,,,,,,,,,,,,,,,,47.0,61700.0,39400.0,52.3,ORANGE,72.0,1,1,0,224.39102877206082,0.14969604863221886,,0.0,263200.0
FIN-1037-1956,65,CAF,Commerce,202600.0,84.0,0.249,312.0,3,78.2,Peri-urbain,2022-01-04,1,,,,,,,,,,,,,,,,,46.0,119500.0,73900.0,72.5,ORANGE,25.0,0,0,0,236.21199900655745,0.3647581441263574,,0.0,50650.0
FIN-1048-1093,74,GAB,Commerce,204100.0,88.0,0.124,363.0,1,32.1,Peri-urbain,2022-01-05,0,200000.0,200000.0,0.0,0.0,1.0,BarakaCredit GNQ 34,mobile_money,CMR,rembourse,646.0,544.0,0.0,1.0,0.0,0.0,164.0,,,,,,,0,0,0,,,0.006060606060606061,0.0,102050.0
FIN-1014-1144,39,GAB,Commerce,195500.0,113.0,0.354,630.0,2,21.1,Urbain,2022-01-05,1,,,,,,,,,,,,,,,,,53.0,121100.0,,83.7,MTN,74.0,0,0,0,361.37375510298915,,,0.0,65166.666666666664
FIN-1030-1144,62,CAF,Commerce,335500.0,63.0,0.209,649.0,3,55.9,Rural,2022-01-05,0,,,,,,,,,,,,,,,,,14.0,165000.0,123300.0,68.4,ORANGE,23.0,0,0,0,217.3788819957995,0.3675111773472429,,0.0,83875.0
FIN-1030-1828,53,CMR,Commerce,245300.0,58.0,0.123,471.0,1,56.2,Urbain,2022-01-05,0,265000.0,265000.0,0.0,0.0,1.0,AllianceFin GAB 28,microfinance,CMR,rembourse,453.0,73.0,0.0,1.0,0.0,0.0,322.0,10.0,100100.0,79200.0,54.8,MTN,78.0,0,0,0,239.44574231519277,0.32286995515695066,0.0030959752321981426,0.0,122650.0
FIN-1008-1173,47,GAB,Service,93400.0,5.0,0.203,554.0,0,35.8,Urbain,2022-01-05,0,275000.0,137500.0,0.0,0.0,2.0,MicroFin GNQ 5,microfinance,CMR,rembourse,485.0,615.0,0.0,2.0,0.0,0.0,720.0,40.0,111600.0,80300.0,71.6,CAMTEL,51.0,0,1,0,282.9090502504302,0.8597430406852249,0.0013869625520110957,0.0,93400.0
FIN-1014-1578,52,CMR,Service,223800.0,66.0,0.337,617.0,3,60.3,Urbain,2022-01-05,0,,,,,,,,,,,,,,,,,17.0,42700.0,36100.0,91.8,MIXTE,31.0,0,0,0,318.1545558770149,0.1613047363717605,,0.0,55950.0
FIN-1048-1714,52,GAB,Artisanat,1040300.0,57.0,0.247,532.0,1,72.7,Rural,2022-01-05,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,520150.0
FIN-1039-1466,65,GAB,Commerce,417700.0,97.0,0.321,,2,,Peri-urbain,2022-01-05,0,130000.0,130000.0,0.0,0.0,1.0,SolidaCredit TCD 17,banque,COG,rembourse,606.0,1144.0,0.0,1.0,0.0,0.0,644.0,19.0,18300.0,13700.0,81.5,MIXTE,20.0,1,0,0,248.12857867445896,0.03279865932487431,0.0015503875968992248,0.0,139233.33333333334
FIN-1020-1130,56,CMR,Artisanat,115300.0,64.0,0.588,483.0,1,51.1,Urbain,2022-01-05,0,780000.0,390000.0,5.0,44.0,2.0,NovaMoney CMR 17,microfinance,CMR,defaut,577.0,430.0,1.0,0.0,1.0,0.0,176.0,,,,,,,0,0,0,,,0.005649717514124294,0.0,57650.0
FIN-1026-1130,41,CMR,Service,90100.0,57.0,0.195,805.0,0,,Peri-urbain,2022-01-05,1,,,,,,,,,,,,,,,,,5.0,31100.0,27400.0,45.4,ORANGE,70.0,0,1,0,193.52566641767572,0.30410654827968925,,0.0,90100.0
FIN-1012-1010,20,GNQ,Elevage,263800.0,109.0,0.215,845.0,2,,Urbain,2022-01-05,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,87933.33333333333
FIN-1036-1183,24,CMR,Agriculture,102400.0,91.0,0.305,653.0,1,30.3,Urbain,2022-01-05,0,625000.0,312500.0,0.0,0.0,2.0,AllianceFin TCD 33,cooperative,GAB,rembourse,485.0,182.0,0.0,2.0,0.0,0.0,123.0,27.0,23100.0,11900.0,94.2,MTN,78.0,0,0,0,411.60198770239344,0.1162109375,0.008064516129032258,0.0,51200.0
FIN-1036-1561,65,CMR,Artisanat,288900.0,53.0,0.083,682.0,4,,Peri-urbain,2022-01-05,0,,,,,,,,,,,,,,,,,36.0,15800.0,10300.0,65.2,ORANGE,2.0,0,0,0,71.62952122116074,0.035652474904811354,,0.0,57780.0
FIN-1023-1230,24,CMR,Commerce,,0.0,0.364,793.0,2,,Rural,2022-01-05,0,,,,,,,,,,,,,,,,,51.0,48900.0,43000.0,95.3,MTN,30.0,0,0,0,327.25898058743445,,,0.0,
FIN-1031-1328,55,COG,Commerce,487800.0,22.0,0.4,,2,25.0,Peri-urbain,2022-01-05,0,1895000.0,947500.0,0.0,0.0,2.0,ZenithMicro CMR 4,microfinance,CMR,rembourse,468.0,1056.0,0.0,2.0,0.0,0.0,62.0,23.0,308800.0,190000.0,75.5,MTN,69.0,1,0,0,320.76139077472664,0.3895038950389504,0.015873015873015872,0.0,162600.0
FIN-1008-1032,70,GAB,Commerce,194400.0,43.0,0.341,822.0,1,17.3,Peri-urbain,2022-01-05,0,,,,,,,,,,,,,,,,,17.0,88300.0,58700.0,81.9,MTN,80.0,0,0,0,359.9053857676728,0.3019547325102881,,0.0,97200.0
FIN-1043-1452,24,CMR,Commerce,143100.0,0.0,0.441,,1,39.4,Rural,2022-01-05,0,,,,,,,,,,,,,,,,,59.0,76700.0,56600.0,90.9,MIXTE,64.0,1,0,0,379.4518028335134,0.39552760307477286,,0.0,71550.0
FIN-1023-1262,74,CMR,Artisanat,64400.0,87.0,0.129,610.0,1,53.4,Campagne,2022-01-05,0,260000.0,260000.0,0.0,0.0,1.0,KamoFin COG 48,banque,COG,rembourse,450.0,943.0,0.0,1.0,0.0,0.0,90.0,59.0,74100.0,61300.0,80.1,MTN,8.0,0,0,0,175.99768864463118,0.9518633540372671,0.01098901098901099,0.0,32200.0
FIN-1030-1897,27,CMR,Service,410100.0,95.0,0.432,586.0,0,,Urbain,2022-01-05,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,410100.0
FIN-1025-1003,62,CMR,Commerce,494500.0,31.0,0.132,376.0,0,,Peri-urbain,2022-01-05,0,,,,,,,,,,,,,,,,,39.0,202500.0,134200.0,67.4,MTN,31.0,0,1,0,233.5905998487016,0.2713852376137513,,0.0,494500.0
FIN-1023-1361,49,GNQ,Service,300600.0,21.0,0.144,553.0,4,65.8,Peri-urbain,2022-01-05,0,395000.0,395000.0,0.0,0.0,1.0,MicroFin GAB 46,mobile_money,CMR,rembourse,661.0,528.0,0.0,1.0,0.0,0.0,19.0,,,,,,,0,0,0,,,0.05,0.0,60120.0
FIN-1027-1571,40,CMR,Service,44900.0,55.0,0.555,611.0,0,,Urbain,2022-01-05,1,200000.0,200000.0,0.0,0.0,1.0,CapSud CAF 38,mobile_money,CAF,rembourse,536.0,444.0,0.0,1.0,0.0,0.0,567.0,24.0,28900.0,19300.0,58.0,MTN,42.0,0,1,0,218.1496067102266,0.4298440979955457,0.0017605633802816902,0.0,44900.0
